question,answer,category,sub_category
Q: How do I get started on building a serverless application?,"
To get started, visit the AWS Lambda console and download one of our blueprints. The file you download will contain an AWS SAM file (which defines the AWS resources in your application) and a .ZIP file (which includes your function code). You can then use AWS CloudFormation commands to package and deploy the serverless application that you just downloaded. For more details, visit our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/deploying-lambda-apps.html).
",Lambda,Using AWS Lambda to build applications
Q: How do I coordinate calls between multiple AWS Lambda functions?,"
You can use [AWS Step Functions](https://web.archive.org/web/20240727065740/https://aws.amazon.com/step-functions/) to coordinate a series of AWS Lambda functions in a specific order. You can invoke multiple Lambda functions sequentially, passing the output of one to the other, and/or in parallel, and Step Functions will maintain state during executions for you.
",Lambda,Using AWS Lambda to build applications
Q: How do I troubleshoot a serverless application?,"
You can enable your Lambda function for tracing with [AWS X-Ray](https://web.archive.org/web/20240727065740/https://aws.amazon.com/xray/) by adding X-Ray permissions to your Lambda function execution role and changing your function “tracing mode” to “active. ” When X-Ray is enabled for your Lambda function, AWS Lambda will emit tracing information to X-Ray regarding the Lambda service overhead incurred when invoking your function. This will provide you with insights such as Lambda service overhead, function init time, and function execution time. In addition, you can include the X-Ray SDK in your Lambda deployment package to create your own trace segments, annotate your traces, or view trace segments for downstream calls made from your Lambda function. X-Ray SDKs are currently available for Node.js and Java. Visit [Troubleshooting Lambda-based applications](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/lambda-x-ray.html) to learn more. AWS X-Ray rates will apply.
",Lambda,Using AWS Lambda to build applications
Q. Can I build serverless applications that connect to relational databases?,"
Yes. You can build highly scalable, secure, Lambda-based serverless applications that connect to relational databases using [Amazon RDS Proxy](https://web.archive.org/web/20240727065740/https://aws.amazon.com/rds/proxy/), a highly available database proxy that manages thousands of concurrent connections to relational databases. Currently, RDS Proxy supports MySQL and Aurora databases. You can begin using RDS Proxy through the Amazon RDS console or the AWS Lambda console. Serverless applications that use fully managed connection pools from RDS Proxy will be billed according to [RDS Proxy Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/rds/proxy/pricing/).
",Lambda,Using AWS Lambda to build applications
Q: How is AWS SAM licensed?,"
The specification is open sourced under Apache 2.0, which allows you and others to adopt and incorporate AWS SAM into build, deployment, monitoring, and management tools with a commercial-friendly license. You can access the AWS SAM repository on GitHub [here](https://web.archive.org/web/20240727065740/https://github.com/awslabs/serverless-application-specification).
",Lambda,Using AWS Lambda to build applications
Q: What is Container Image Support for AWS Lambda?,"
                AWS Lambda now enables you to package and deploy functions as container images. Customers can leverage the flexibility and familiarity of container tooling, and the agility and operational simplicity of AWS Lambda to build applications. 
              ",Lambda,Container image support
Q: How can I use Container Image Support for AWS Lambda?,"
                You can start with either an AWS provided base images for Lambda or by using one of your preferred community or private enterprise images. Then, simply use Docker CLI to build the image, upload it to Amazon ECR, and then create the function by using all familiar Lambda interfaces and tools, such as the AWS Management Console, the AWS CLI, the AWS SDK, AWS SAM, and AWS CloudFormation. 
              ",Lambda,Container image support
Q: Which container image types are supported?,"
                You can deploy third-party Linux base images (e.g. Alpine or Debian) to Lambda in addition to the Lambda provided images. AWS Lambda will support all images based on the following image manifest formats: Docker Image Manifest V2 Schema 2 (used with Docker version 1.10 and newer) or Open Container Initiative (OCI) Spec (v1.0 and up). Lambda supports images with a size of up to 10GB. 
              ",Lambda,Container image support
Q: What base images can I use?,"
                AWS Lambda provides a variety of base images customers can extend, and customers can also use their preferred Linux-based images with a size of up to 10GB. 
              ",Lambda,Container image support
Q: What container tools can I use to package and deploy functions as container images?,"
                You can use any container tooling as long as it supports one of the following container image manifest formats: Docker Image Manifest V2 Schema 2 (used with Docker version 1.10 and newer) or Open Container Initiative (OCI) Specifications (v1.0 and up). For example, you can use native container tools (i.e. docker run, docker compose, Buildah and Packer) to define your functions as a container image and deploy to Lambda. 
              ",Lambda,Container image support
Q: What AWS Lambda features are available to functions deployed as container images?,"
                All existing AWS Lambda features, with the exception of Lambda layers and Code Signing, can be used with functions deployed as container images. Once deployed, AWS Lambda will treat an image as immutable. Customers can use container layers during their build process to include dependencies. 
              ",Lambda,Container image support
Q: Will AWS Lambda patch and update my deployed container image?,"
                Not at this time. Your image, once deployed to AWS Lambda, will be immutable. The service will not patch or update the image. However, AWS Lambda will publish curated base images for all supported runtimes that are based on the Lambda managed environment. These published images will be patched and updated along with updates to the AWS Lambda managed runtimes. You can pull and use the latest base image from DockerHub or Amazon ECR Public, re-build your container image and deploy to AWS Lambda via Amazon ECR. This allows you to build and test the updated images and runtimes, prior to deploying the image to production 
              ",Lambda,Container image support
Q: What are the differences between functions created using ZIP archives vs. container images?,"
There are three main differences between functions created using ZIP archives vs. container images:

Functions created using ZIP archives have a maximum code package size of 250 MB unzipped, and those created using container images have a maximum image size of 10 GB. 
Lambda uses Amazon ECR as the underlying code storage for functions defined as container images, so a function may not be invocable when the underlying image is deleted from ECR. 
ZIP functions are automatically patched for the latest runtime security and bug fixes. Functions defined as container images are immutable, and customers are responsible for the components packaged in their function. Customers can leverage the AWS provided base images which are regularly updated by AWS for security and bug fixes, using the most recent patches available.

",Lambda,Container image support
Q: Is there a performance difference between functions defined as zip and container images?,"
                No - AWS Lambda ensures that the performance profiles for functions packaged as container images are the same as for those packaged as ZIP archives, including typically sub-second start up times. 
              ",Lambda,Container image support
Q: How will I be charged for deploying Lambda functions as container images?,"
There is no additional charge for packaging and deploying functions as container images to AWS Lambda. When you invoke your function deployed as a container image, you pay the regular price for requests and execution duration. To learn more, visit [AWS Lambda pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/). You will be charged for storing your container images in Amazon ECR at the standard ECR prices. To learn more, visit [Amazon ECR pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/ecr/pricing/).
",Lambda,Container image support
Q: What is the Lambda Runtime Interface Emulator (RIE)?,"
The Lambda Runtime Interface Emulator is a proxy for the Lambda [Runtime API](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/runtimes-api.html),which allows customers to locally test their Lambda function packaged as a container image. It is a lightweight web server that converts HTTP requests to JSON events and emulates the Lambda Runtime API. It allows you to locally test your functions using familiar tools such as cURL and the Docker CLI (when testing functions packaged as container images). It also simplifies running your application on additional compute services. You can include the Lambda Runtime Interface Emulator in your container image to have it accept HTTP requests natively instead of the JSON events required for deployment to Lambda. This component does not emulate the Lambda orchestrator, or security and authentication configurations. The Runtime Interface Emulator is open sourced on GitHub. You can get started by downloading and installing it on your local machine.
",Lambda,Container image support
Q: Why do I need the Lambda Runtime Interface Emulator (RIE) during local testing?,"
                The Lambda Runtime API in the running Lambda service accepts JSON events and returns responses. The Lambda Runtime Interface Emulator allows the function packaged as a container image to accept HTTP requests during local testing with tools like cURL, and surface them via the same interface locally to the function. It allows you to use the docker run or docker-compose up command to locally test your lambda application. 
              ",Lambda,Container image support
Q: What function behaviors can I test locally with the emulator?,"
                You can use the emulator to test if your function code is compatible with the Lambda environment, runs successfully, and provides the expected output. For example, you can mock test events from different event sources. You can also use it to test extensions and agents built into the container image against the Lambda Extensions API. 
              ",Lambda,Container image support
Q: How does the Runtime Interface Emulator (RIE) help me run my Lambda compatible image on additional compute services?,"
Customers can add the Runtime Interface Emulator as the entry point to the container image or package it as a sidecar to ensure the container image now accepts HTTP requests instead of JSON events. This simplifies the changes required to run their container image on additional compute services. Customers will be responsible for ensuring they follow all security, performance, and concurrency best practices for their chosen environment. RIE is pre-packaged into the AWS Lambda provided images, and is available by default in AWS SAM CLI. Base image providers can use the [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/welcome.html) to provide the same experience for their base images.
",Lambda,Container image support
Q: How can I deploy my existing containerized application to AWS Lambda?,"
You can deploy a containerized application to AWS Lambda if it meets the below requirements:

The container image must implement the Lambda Runtime API. We have open-sourced a set of software packages, Runtime Interface Clients (RIC), that implement the Lambda Runtime API, allowing you to seamlessly extend your preferred base images to be Lambda compatible.
The container image must be able to run on a read-only filesystem. Your function code can access a writable /tmp directory storage of 512 MB. If you are using an image that requires a writable root directory, configure it to write to the /tmp directory.
The files required for the execution of function code can be read by the default Lambda user. Lambda defines a default Linux user with least-privileged permissions that follows security best practices. You need to verify that your application code does not rely on files that are restricted by other Linux users for execution.
It is a Linux based container image.

",Lambda,Container image support
Q. What is AWS Lambda SnapStart?,"
AWS Lambda SnapStart for Java delivers up to 10x faster function startup performance. For on-demand functions, the initialization phase (where AWS Lambda loads the function’s code and initializes external dependencies) is the largest contributor to start-up latency, and happens on the first invoke. With Lambda SnapStart, Lambda initializes the one-time initialization function code ahead of time when you publish a function version, instead of when you first invoke the function. Then, Lambda takes a snapshot and caches the memory and disk state of the initialized  [execution environment](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/lambda-runtime-environment.html). When you invoke the function—and as it scales up—Lambda resumes the function from the cached snapshot instead of initializing the function from scratch.
",Lambda,AWS Lambda Snapstart
Q. How do I configure my Lambda function to use Lambda SnapStart?,"
Lambda SnapStart is a simple function level configuration that can be configured for new and existing Java functions by using Lambda API, the AWS Management Console, AWS Command Line Interface (CLI), AWS SDK, AWS Cloud Development Kit (CDK), AWS CloudFormation, and the AWS Serverless Application Model (SAM). When you configure Lambda SnapStart, every function version that is published thereafter benefits from the improved startup performance offered by Lambda SnapStart. To learn more about Lambda SnapStart, see the [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/snapstart.html).
",Lambda,AWS Lambda Snapstart
Q. How do I choose between Lambda SnapStart and Provisioned Concurrency (PC)?,"
                Lambda SnapStart is a performance optimization that helps your Java functions to achieve up to 10x faster start-up times by reducing the variable latency incurred during execution of one-time initialization code. Lambda SnapStart works broadly across all functions in your application or account at no additional cost. When a customer publishes a function version with Lambda SnapStart, the function’s code is initialized ahead of time, instead of being initialized on the first invoke. Lambda then takes a snapshot of the initialized execution environment and persists it in a tiered cache for low-latency access. When the function is first invoked and then scaled, Lambda resumes the function from the cached snapshot instead of initializing from scratch, driving a lower startup latency. While Lambda SnapStart reduces startup latency, it works as a best-effort optimization, and does not guarantee elimination of cold starts. If your application has strict latency requirements and requires double-digit millisecond startup times, we recommend you use PC. 
              ",Lambda,AWS Lambda Snapstart
Q. Which runtimes does Lambda SnapStart support?,"
Lambda SnapStart supports the Java 11 runtime. Future versions of Java will be supported after they are released. For all runtimes supported by Lambda, see the [Lambda runtimes documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/lambda-runtimes.html).
",Lambda,AWS Lambda Snapstart
Q. Can I enable both Lambda SnapStart and PC on the same function?,"
                No. Lambda SnapStart and PC cannot be enabled at the same time, on the same function. 
              ",Lambda,AWS Lambda Snapstart
Q. Can I configure a Lambda SnapStart function with a virtual private cloud (VPC)?,"
Yes. You can configure a Lambda SnapStart function to access resources in a virtual private cloud (VPC). For more information on how to configure your function with a VPC, see the [Lambda documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html).
",Lambda,AWS Lambda Snapstart
Q. Can I configure Lambda SnapStart on both x86 and Arm architectures?,"
                No. You can configure Lambda SnapStart only for functions running on x86 architecture at this time. 
              ",Lambda,AWS Lambda Snapstart
Q. Can I enable Lambda SnapStart with Amazon Elastic File System (EFS)?,"
                No. You cannot enable Lambda SnapStart with Amazon EFS at this time. 
              ",Lambda,AWS Lambda Snapstart
Q. Can I enable Lambda SnapStart with larger ephemeral storage (/tmp) beyond 512 MB?,"
                No. You cannot enable Lambda SnapStart with larger ephemeral storage (/tmp) beyond 512 MB at this time. 
              ",Lambda,AWS Lambda Snapstart
Q. Does the process of caching and resuming from snapshots introduce software compatibility considerations?,"
Yes. If your code assumes uniqueness of state, you need to evaluate your code’s resilience to snapshot operations (such as being cloned and resumed). To learn more on uniqueness considerations with Lambda SnapStart, see the [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/snapstart-uniqueness.html#snapstart-scanning) and [blog](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/starting-up-faster-with-aws-lambda-snapstart/) on understanding uniqueness in VM snapshots with Lambda SnapStart.
",Lambda,AWS Lambda Snapstart
Q. Can I execute my own code before a snapshot is created or when the function is resumed from snapshot?,"
Yes. You can implement your own software logic before creating (checkpointing) a snapshot and after restoring a snapshot using runtime hooks. To learn more, see the [Lambda SnapStart documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/snapstart-runtime-hooks.html).
",Lambda,AWS Lambda Snapstart
Q. Will I be charged for Lambda SnapStart?,"
No. There's no additional cost for enabling Lambda SnapStart. You are charged based on the number of requests for your functions and the duration your code executes based on current [Lambda Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/). Duration charges apply to code that runs in the handler of a function and runtime hooks, as well as initialization code that is declared outside of the handler. Please note that AWS Lambda may periodically recycle execution environments with security patches and rerun your initialization code. For more details, see the [Lambda Programming Model documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/foundation-progmodel.html).
",Lambda,AWS Lambda Snapstart
Q. How long do the snapshots for the published function version stay cached with Lambda SnapStart?,"
                With Lambda SnapStart, Lambda keeps a snapshot of the initialized execution environment for the last three published function versions, as long as the published versions continue to receive invokes. The snapshot associated with a published function version expires if it remains inactive for more than 14 days. 
              ",Lambda,AWS Lambda Snapstart
Q. How can I encrypt the snapshots of initialized execution environment created by Lambda SnapStart?,"
Snapshots are encrypted be default with customer-unique AWS Key Management Service (KMS) keys owned and managed by the Lambda service. Customers can also encrypt snapshots using a [KMS key](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html#customer-cmk) owned and managed by the customer.
",Lambda,AWS Lambda Snapstart
Q. Is there a time limit for how long my code initialization can run with Lambda SnapStart?,"
                The maximum allowed initialization duration for Lambda SnapStart will match the execution timeout duration you have configured for your function. The maximum configurable execution timeout limit for a function is 15 minutes. 
              ",Lambda,AWS Lambda Snapstart
Q: What is AWS Lambda Provisioned Concurrency?,"
                Provisioned Concurrency gives you greater control over the performance of your serverless applications. When enabled, Provisioned Concurrency keeps functions initialized and hyper-ready to respond in double-digit milliseconds. 
              ",Lambda,Provisioned Concurency
Q: How do I set up and manage Provisioned Concurrency?,"
You can configure concurrency on your function through the AWS Management Console, the Lambda API, the AWS CLI, and AWS CloudFormation. The simplest way to benefit from Provisioned Concurrency is by using AWS Auto Scaling. You can use Application Auto Scaling to configure schedules, or have Auto Scaling automatically adjust the level of Provisioned Concurrency in real time as demand changes. To learn more about Provisioned Concurrency, [see the documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html).
",Lambda,Provisioned Concurency
Q: Do I need to change my code if I want to use Provisioned Concurrency?,"
                You don’t need to make any changes to your code to use Provisioned Concurrency. It works seamlessly with all existing functions and runtimes. There is no change to the invocation and execution model of Lambda when using Provisioned Concurrency. 
              ",Lambda,Provisioned Concurency
Q: How will I be charged for Provisioned Concurrency?,"
Provisioned Concurrency adds a pricing dimension, of ‘Provisioned Concurrency’, for keeping functions initialized. When enabled, you pay for the amount of concurrency that you configure and for the period of time that you configure it. When your function executes while Provisioned Concurrency is configured on it, you also pay for Requests and execution Duration. To learn more about the pricing of Provisioned Concurrency, see [AWS Lambda Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/).
",Lambda,Provisioned Concurency
Q: When should I use Provisioned Concurrency?,"
                Provisioned Concurrency is ideal for building latency-sensitive applications, such as web or mobile backends, synchronously invoked APIs, and interactive microservices. You can easily configure the appropriate amount of concurrency based on your application's unique demand. You can increase the amount of concurrency during times of high demand and lower it, or turn it off completely, when demand decreases. 
              ",Lambda,Provisioned Concurency
Q: What happens if a function receives invocations above the configured level of Provisioned Concurrency?,"
                If the concurrency of a function reaches the configured level, subsequent invocations of the function have the latency and scale characteristics of regular Lambda functions. You can restrict your function to only scale up to the configured level. Doing so prevents the function from exceeding the configured level of Provisioned Concurrency. This is a mechanism to prevent undesired variability in your application when demand exceeds the anticipated amount. 
              ",Lambda,Provisioned Concurency
Q: What are AWS Lambda functions powered by Graviton2 processors?,"
                AWS Lambda allows you to run your functions on either x86-based or Arm-based processors. AWS Graviton2 processors are custom built by Amazon Web Services using 64-bit Arm Neoverse cores to deliver increased price performance for your cloud workloads. Customers get the same advantages of AWS Lambda, running code without provisioning or managing servers, automatic scaling, high availability, and only paying for the resources you consume. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: Why should I use AWS Lambda functions powered by Graviton2 processors?,"
                AWS Lambda functions powered by Graviton2, using an Arm-based processor architecture designed by AWS, are designed to deliver up to 34% better price performance compared to functions running on x86 processors, for a variety of serverless workloads, such as web and mobile backends, data, and stream processing. With lower latency, up to 19% better performance, a 20% lower cost, and the highest power-efficiency currently available at AWS, Graviton2 functions can power mission critical serverless applications. Customers can configure both existing and new functions to target the Graviton2 processor. They can deploy functions running on Graviton2 as either zip files or container images. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: How do I configure my functions to run on Graviton2 processors?,"
                You can configure functions to run on Graviton2 through the AWS Management Console, the AWS Lambda API, the AWS CLI, and AWS CloudFormation by setting the architecture flag to ‘arm64’ for your function. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: How do I deploy my application built using functions powered by Graviton2 processors?,"
                There is no change between x86-based and Arm-based functions. Simply upload your code via the AWS Management Console, zip file, or container image, and AWS Lambda automatically runs your code when triggered, without requiring you to provision or manage infrastructure. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
"Q: Do I need an Arm-based development machine to create, build, and test functions powered by Graviton2 processors locally?","
Interpreted languages like Python, Java, and Node generally do not require recompilation unless your code references libraries that use architecture specific components. In those cases, you would need to provide the libraries targeted to arm64. For more details, please see the [Getting started with AWS Graviton](https://web.archive.org/web/20240727065740/https://github.com/aws/aws-graviton-getting-started) page. Non-interpreted languages will require compiling your code to target arm64. While more modern compilers will produce compiled code for arm64, you will need to deploy it into an arm-based environment to test. To learn more about using Lambda functions with Graviton2, please see the [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/foundation-arch.html).
",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: Can an application use both functions powered by Graviton2 processors and x86 processors?,"
                An application can contain functions running on both architectures. AWS Lambda allows you to change the architecture (‘x86_64’ or ‘arm64’) of your function’s current version. Once you create a specific version of your function, the architecture cannot be changed. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: Does AWS Lambda support multi-architecture container images?,"
                No. Each function version can only use a single container image. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: Can I create AWS Lambda Layers that target functions powered by AWS Graviton2 processors?,"
                Yes. Layers and extensions can be targeted to ‘x86_64’ or ‘arm64’ compatible architectures. The default architecture for functions and layers is ‘x86_64’. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: What languages and runtimes are supported by Lambda functions running on Graviton2 processors?,"
At launch, customers can use Python, Node.js, Java, Ruby, .Net Core, Custom Runtime (provided.al2), and OCI Base images. To learn more, please see the [AWS Lambda Runtimes](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/lambda-runtimes.html).
",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: What is the pricing of AWS Lambda functions powered by AWS Graviton2 processors? Does the AWS Lambda free tier apply to functions powered by Graviton2?,"
                AWS Lambda functions powered by AWS Graviton2 processors are 20% cheaper compared to x86-based Lambda functions. The Lambda free tier applies to AWS Lambda functions powered by x86 and Arm-based architectures. 
              ",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: How do I choose between running my functions on Graviton2 processors or x86 processors?,"
Each workload is unique and we recommend customers test their functions to determine the price performance improvement they might see. To do that, we recommend using the [AWS Lambda Power Tuning](https://web.archive.org/web/20240727065740/https://github.com/alexcasalboni/aws-lambda-power-tuning) tool. We recommend starting with web and mobile backends, data, and stream processing when testing your workloads for potential price performance improvements.
",Lambda,AWS Lambda functions powered by Graviton2 processors
Q: What is Amazon EFS for AWS Lambda?,"
                With Amazon Elastic File System (Amazon EFS) for AWS Lambda, customers can securely read, write and persist large volumes of data at virtually any scale using a fully managed elastic NFS file system that can scale on demand without the need for provisioning or capacity management. Previously, developers added code to their functions to download data from S3 or databases to local temporary storage, limited to 512MB. With EFS for Lambda, developers don't need to write code to download data to temporary storage in order to process it. 
              ",Lambda,Amazon EFS for AWS Lambda
Q: How do I set up Amazon EFS for Lambda?,"
Developers can easily connect an existing EFS file system to a Lambda function via an [EFS Access Point](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/efs/latest/ug/efs-access-points.html) by using the console, CLI, or SDK. When the function is first invoked, the file system is automatically mounted and made available to function code. You can learn more in the documentation.
",Lambda,Amazon EFS for AWS Lambda
Q: Do I need to configure my function with VPC settings before I can use my Amazon EFS file system?,"
                Yes. Mount targets for Amazon EFS are associated with a subnet in a VPC. The AWS Lambda function needs to be configured to access that VPC. 
              ",Lambda,Amazon EFS for AWS Lambda
Q: Who should use Amazon EFS for Lambda?,"
                Using EFS for Lambda is ideal for building machine learning applications or loading large reference files or models, processing or backing up large amounts of data, hosting web content, or developing internal build systems. Customers can also use EFS for Lambda to keep state between invocations within a stateful microservice architecture, in a Step Functions workflow, or sharing files between serverless applications and instance or container-based applications. 
              ",Lambda,Amazon EFS for AWS Lambda
Q: Will my data be encrypted in transit?,"
                Yes. Data encryption in transit uses industry-standard Transport Layer Security (TLS) 1.2 to encrypt data sent between AWS Lambda functions and the Amazon EFS file systems. 
              ",Lambda,Amazon EFS for AWS Lambda
Q: Is my data encrypted at rest?,"
                Customers can provision Amazon EFS to encrypt data at rest. Data encrypted at rest is transparently encrypted while being written, and transparently decrypted while being read, so you don’t have to modify your applications. Encryption keys are managed by the AWS Key Management Service (KMS), eliminating the need to build and maintain a secure key management infrastructure. 
              ",Lambda,Amazon EFS for AWS Lambda
Q: How will I be charged for Amazon EFS for AWS Lambda?,"
There is no additional charge for using Amazon EFS for AWS Lambda. Customers pay the standard price for AWS Lambda and for Amazon EFS. When using Lambda and EFS in the same availability zone, customers are not charged for data transfer. However, if they use VPC peering for Cross-Account access, they will incur data transfer charges. To learn more, please see [Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/).
",Lambda,Amazon EFS for AWS Lambda
Q: Can I associate more than one Amazon EFS file system with my AWS Lambda function?,"
                No. Each Lambda function will be able to access one EFS file system. 
              ",Lambda,Amazon EFS for AWS Lambda
"Q: Can I use the same Amazon EFS file system across multiple functions, containers, and instances?","
                Yes. Amazon EFS supports Lambda functions, ECS and Fargate containers, and EC2 instances. You can share the same file system and use IAM policy and Access Points to control what each function, container, or instance has access to.   
              ",Lambda,Amazon EFS for AWS Lambda
Q: Do AWS Lambda functions support HTTP(S) endpoints?,"
                Yes. Lambda functions can be configured with a function URL, a built-in HTTPS endpoint that can be invoked using the browser, curl, and any HTTP client. Function URLs are an easy way to get started building HTTPS accessible functions. 
              ",Lambda,Lambda Functions URLs
Q: How do I configure a Lambda function URL for my function?,"
You can configure a function URL for your function through the AWS Management Console, the AWS Lambda API, the AWS CLI, AWS CloudFormation, and the AWS Serverless Application Model. Function URLs can be enabled on the $LATEST unqualified version of your function, or on any function alias. To learn more about configuring a function URL, [see the documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/welcome.html).
",Lambda,Lambda Functions URLs
Q: How do I secure my Lambda function URL?,"
                Lambda function URLs are secured with IAM authorization by default. You can choose to disable IAM authorization to create a public endpoint or if you plan to implement custom authorization as part of the function’s business logic. 
              ",Lambda,Lambda Functions URLs
Q: How do I invoke my function with a Lambda function URL?,"
                You can easily invoke your function from your web browser by navigating to the Lambda URL, from your client application’s code using an HTTP library, or from the command line using curl. 
              ",Lambda,Lambda Functions URLs
Q: Do Lambda function URLs work with function versions and aliases?,"
Yes. Lambda function URLs can be enabled on a function or function alias. If no alias is specified, the URL will point to $LATEST by default. Function URLs cannot target an individual function version.
",Lambda,Lambda Functions URLs
Q: Can I enable custom domains for my Lambda function URL?,"
                Custom domain names are not currently supported with function URLs. You can use a custom domain with your function URL by creating an Amazon CloudFront distribution and a CNAME to map your custom domain to your CloudFront distribution name. Then, map your CloudFront distribution domain name to be routed to your function URL as an origin. 
              ",Lambda,Lambda Functions URLs
Q: Can Lambda function URLs be used to invoke a function in a VPC?,"
                Yes, function URLs can be used to invoke a Lambda function in a VPC. 
              ",Lambda,Lambda Functions URLs
Q: What is the pricing for using Lambda function URLs?,"
There is no additional charge for using function URLs. You pay the standard price for AWS Lambda. To learn more, please see [AWS Lambda Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/).
",Lambda,Lambda Functions URLs
Q: What is Lambda@Edge?,"
[Lambda@Edge](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/edge/) allows you to run code across AWS locations globally without provisioning or managing servers, responding to end-users at the lowest network latency. You just upload your Node.js or Python code to AWS Lambda and configure your function to be triggered in response to [Amazon CloudFront](https://web.archive.org/web/20240727065740/https://aws.amazon.com/cloudfront/) requests (i.e., when a viewer request lands, when a request is forwarded to or received back from the origin, and right before responding back to the end-user). The code is then ready to execute across AWS locations globally when a request for content is received, and scales with the volume of CloudFront requests globally. Learn more in our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/lambda-at-the-edge.html).
",Lambda,Lambda@Edge
Q: How do I use Lambda@Edge?,"
To use Lambda@Edge, you just upload your code to AWS Lambda and associate a function version to be triggered in response to Amazon CloudFront requests. Your code must satisfy the Lambda@Edge service limits. Lambda@Edge supports Node.js and Python for global invocation by CloudFront events at this time. Learn more in our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/lambda-at-the-edge.html).
",Lambda,Lambda@Edge
Q: When should I use Lambda@Edge?,"
Lambda@Edge is optimized for latency-sensitive use cases where your end viewers are distributed globally. All the information you need to make a decision should be available at the CloudFront edge, within the function and the request. This means that use cases where you are looking to make decisions on how to serve content based on user characteristics (e.g., location, client device, etc.) can now be executed and served close to your users without having to be routed back to a centralized server.
",Lambda,Lambda@Edge
Q: Can I deploy my existing Lambda functions for global invocation?,"
You can associate existing Lambda functions with CloudFront events for global invocation if the function satisfies the Lambda@Edge service requirements and limits. Read more [here](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/API_UpdateFunctionConfiguration.html) on how to update your function properties.
",Lambda,Lambda@Edge
Q: What Amazon CloudFront events can be used to trigger my functions?,"
Your functions will automatically trigger in response to the following Amazon CloudFront events:

Viewer Request - This event occurs when an end-user or a device on the Internet makes an HTTP(S) request to CloudFront, and the request arrives at the edge location closest to that user.
Viewer Response - This event occurs when the CloudFront server at the edge is ready to respond to the end user or the device that made the request.
Origin Request - This event occurs when the CloudFront edge server does not already have the requested object in its cache, and the viewer request is ready to be sent to your backend origin web server (e.g. Amazon EC2, or Application Load Balancer, or Amazon S3).
Origin Response - This event occurs when the CloudFront server at the edge receives a response from your backend origin web server.

",Lambda,Lambda@Edge
