question,answer,category,sub_category
What availability can I expect from Lightsail block storage?,"
Lightsail block storage is designed to be highly available and reliable. Each attached disk is automatically replicated within its Availability Zone to protect you from component failure. Although Lightsail does not guarantee SLAs, Lightsail block storage disks are designed for 99.99% availability and for an annual failure rate of less than 0.2%. Lightsail also supports disk snapshots to allow regular backups of your data.
",Lightsail,Lightsail block storage
How do I back up my attached disk?,"
You can back up your disk by taking a disk snapshot. You can also backup your entire instance and any attached disks by taking an instance snapshot.
",Lightsail,Lightsail block storage
How are attached disks different than the storage included in my Lightsail plan?,"
The system disk included with your Lightsail plan is your instance’s root device. If you terminate your instance, the system disk will be deleted as well. If you experience an instance failure, the system disk could be impacted. You also cannot detach your system disk or back it up separately from your instance. Data stored on an attached disk persists independently of the instance. Attached disks can be detached and moved between instances and can be backed up independently from an instance using disk snapshot. To protect your data, we recommend that you use your Lightsail instance’s system disk only for temporary data. For data requiring a higher level of durability, we recommend using attached disks and regularly backing up your disk using disk or instance snapshots.
",Lightsail,Lightsail block storage
What can I do with Lightsail load balancers?,"
Lightsail load balancers allow you to build highly available websites and applications. By distributing traffic across instances in different Availability Zones and pointing traffic to only healthy target instances, Lightsail load balancers reduce the risk of your application going down due to an issue with your instance or to a datacenter outage. With Lightsail load balancers and multiple target instances, your website or application can also accommodate increases in web traffic and maintain good performance for your visitors during peak load times.
In addition, you can use Lightsail load balancers to build secure applications and accept HTTPS traffic. Lightsail takes the complexity out of requesting, provisioning, and maintaining SSL/TLS certificates. The built-in certificate management requests and renews certificates on your behalf and adds the certificate to your load balancer automatically.
",Lightsail,Lightsail load balancer
Can I use load balancers with instances in different AWS Regions or different Availability Zones?,"
You cannot use load balancers with instances running in different AWS Regions. You can, however, use target instances across different Availability Zones with your load balancer. In fact, we recommend that you distribute your target instances across Availability Zones to maximize the availability of your application.
",Lightsail,Lightsail load balancer
How does my Lightsail load balancer deal with traffic spikes?,"
Lightsail load balancers scale automatically to handle traffic spikes to your application without you having to manually adjust them. If your application experiences a transient spike in traffic, your Lightsail load balancer will automatically scale and continue to efficiently direct traffic to your Lightsail instances. While your Lightsail load balancer is designed to easily manage traffic spikes, applications that consistently experience very high volume levels of traffic may experience performance degradation or throttling. If you expect your application consistently to manage more than 5 GB/hour of data or consistently to have a large number of connections (>400k new connections/hour, >15k active, concurrent connections), we recommend using Amazon EC2 with Application Load Balancing instead.
",Lightsail,Lightsail load balancer
How do Lightsail load balancers route traffic to my target instances?,"
Lightsail load balancers direct traffic to your healthy target instances based on a round robin algorithm.
",Lightsail,Lightsail load balancer
How does Lightsail know if my target instances are healthy?,"
During load balancer creation, you will be asked to specify a path (a common file or webpage URL) for Lightsail to ping. If the target instance can be reached using this path, then Lightsail will route traffic there. If one of your target instances is unresponsive, Lightsail will not route traffic to that instance. You can update the Health check path if needed in the load balancer management screens.
",Lightsail,Lightsail load balancer
What is the difference between key-value and key-only Tags?,"
Lightsail tags are key-value pairs, allowing you to organize resources such as instances across different categories, e.g. project:Blog, project:Game, project:Test. This allows you full control across all use cases such as resource organization, bill reporting, and access management. The Lightsail console also allows you to tag your resources with key-only tags for quick filtering in the console.
",Lightsail,Lightsail load balancer
 Can I assign one instance to multiple load balancers?,"
Yes, Lightsail supports adding instances as target instances for more than one load balancer, if desired.
",Lightsail,Lightsail load balancer
 What happens to my target instances when I delete my load balancer?,"
If you delete your load balancer, the attached target instances will continue to run normally and will appear in the Lightsail console as regular Lightsail instances. Please note that you will likely need to update your DNS records to direct traffic to one of your former target instances after you delete the load balancer.
",Lightsail,Lightsail load balancer
 What is session persistence?,"
Session persistence enables the load balancer to bind a visitor's session to a specific target instance. This ensures that all requests from the user during the session are sent to the same target instance. Lightsail supports session persistence for applications that require visitors to hit the same target instances for data consistency. For example, many applications that require user authentication can benefit from using session persistence. You can turn on session persistence for specific load balancer from the load balancer management screens after creation.
",Lightsail,Lightsail load balancer
 What kind of connections do Lightsail load balancers support?,"
Lightsail load balancers support HTTP and HTTPS connections.
",Lightsail,Lightsail load balancer
How can I use Lightsail-provisioned certificates?,"
SSL/TLS certificates are used to establish the identity of your website or application and secure connections between browsers and your website. Lightsail provides a signed certificate to use with your load balancer, and the load balancer provides SSL/TLS termination before routing verified traffic to your target instances over the secure AWS network. Lightsail certificates can only be used with Lightsail load balancers, not with individual Lightsail instances.
",Lightsail,Certificate management
How do I validate my certificate?,"
Lightsail certificates are domain validated, meaning that you need to provide proof of identity by validating that you own or have access to your website’s domain before the certificate can be provisioned by the certificate authority. When you request a new certificate, Lightsail will prompt you to add a CNAME to the DNS zone(s) of the domain or domains you are validating. You will add this CNAME wherever you currently manage your DNS zones – either Lightsail DNS management or an external DNS hosting provider (e.g., Route 53, GoDaddy, Namecheap, etc.). Once your certificate is validated, you can remove the CNAME record from your DNS zone, if desired.
",Lightsail,Certificate management
What happens if I cannot validate my domain?,"
You must be able to validate that you own a domain for security purposes. This means if you or someone in your organization cannot add a DNS record to validate your certificate for any reason, you will not be able to use an HTTPS-enabled load balancer with Lightsail.
",Lightsail,Certificate management
How many domains and subdomains can I add to my certificate?,"
You can add up to 10 domains or subdomains per certificate. Lightsail does not currently support wild card domains.
",Lightsail,Certificate management
How can I change the domains associated with my certificate?,"
To change the domains (add/delete) associated with your certificate, you will need to resubmit the certificate and revalidate your ownership of the domain(s). Follow the steps in the certificate management screens to regenerate your certificate and add or remove domains when prompted.
",Lightsail,Certificate management
How do I renew my certificate?,"
Lightsail provides managed renewal for your SSL/TLS certificates. This means that Lightsail tries to renew the certificates automatically before they expire with no action required from you. Your Lightsail certificate must be actively associated load balancer before it can be automatically renewed.
",Lightsail,Certificate management
What happens to my certificate when I delete my load balancer?,"
If your load balancer is deleted, your certificate is deleted as well. If you need to use a certificate for the same domain(s) in the future, you will need to request and validate a new certificate.
",Lightsail,Certificate management
Can I download my certificate provided by Lightsail?,"
No, Lightsail certificates are bound to your Lightsail account and cannot be removed and used outside of Lightsail.
",Lightsail,Certificate management
What is Upgrade to EC2?,"
Upgrade to EC2 is a feature that allows you to create a copy of your Lightsail instance in Amazon EC2. When you upgrade to EC2, you can pick among the wide set of instance types, configurations, and pricing models that EC2 offers, and have even more fine-tuned control over your networking, storage, and compute environment.
",Lightsail,Upgrade to EC2
Why would I want to upgrade to EC2?,"
Lightsail offers you an easy way to run and scale a wide set of cloud-based applications, at a bundled, predictable, and low price. Lightsail also automatically sets up your cloud environment configurations such as networking and access management.
Upgrading to EC2 allows you to run your application on a wider set of instance types, ranging from virtual machines with more CPU power, memory, and networking capabilities, to specialized or accelerated instances with FPGAs and GPUs. In addition, EC2 performs less automatic management and set-up, allowing you more control over how you configure your cloud environment, such as your VPC.
",Lightsail,Upgrade to EC2
How does it work?,"
To get started, you need to export your Lightsail instance manual snapshot. You'll then use the Upgrade to EC2 wizard to create an instance in EC2.
Customers who are comfortable with EC2 can then use the EC2 creation wizard or API to create a new EC2 instance as they would from an existing EC2 AMI. Alternatively, Lightsail also provides a guided Lightsail console experience to help you easily create a new EC2 instance.
Note: Exporting Ghost and Django instance manual snapshots to Amazon EC2 is not supported at this time. We apologize for the inconvenience.
",Lightsail,Upgrade to EC2
How am I billed?,"
Using the Upgrade to EC2 feature is free. Once you have exported your snapshots to EC2, you will be charged for the EC2 image separately and in addition to your Lightsail snapshot. Any new EC2 instances you launch will also be billed by EC2, including their EBS storage volume(s) and data transfer. Refer to the EC2 pricing page for details on the pricing for your new instance and resources. Lightsail resources that continue to run in your Lightsail account will continue to be billed at their regular rates until they are deleted.
",Lightsail,Upgrade to EC2
Can I export managed database or disk snapshots?,"
The upgrade feature allows you to export Lightsail disk manual snapshots but doesn't currently support managed database snapshots. Disk snapshots can be rehydrated as EBS volumes from the EC2 console or API.
",Lightsail,Upgrade to EC2
What Lightsail resources can I upgrade?,"
Lightsail's upgrade to EC2 feature is designed to support the export of Linux and Windows instances and their attached block storage (if applicable) to EC2. It also supports the export of unattached block storage disks to EBS. It does not currently support the export of load balancers, databases, static IPs or DNS records.
",Lightsail,Upgrade to EC2
What are Lightsail's managed databases?,"
Lightsail's managed databases are instances that are dedicated to running databases, instead of other workloads like webserver, mail server, etc. A Lightsail database can contain multiple user-created databases, and you can access it by using the same tools and applications that you use with a stand-alone database. Lightsail maintains the security and health of your database’s underlying infrastructure and operating system, so that you can run a database without deep expertise in infrastructure management.
Like regular Lightsail instances, Lightsail databases come with a fixed amount of memory, computing power, and SSD based storage in their plans that you can scale up over time. Lightsail will automatically install and configure your chosen database for you upon creation.
",Lightsail,Managed databases
What can I do with Lightsail's managed databases?,"
Lightsail managed databases provide an easy, low maintenance way to store your data in the cloud. You can run Lightsail databases either as a new databases or by migrating from an existing on-premises or hosted database to Lightsail.
They can also allow you to scale your application to accept larger amounts of traffic and more intensive loads, by separating out your database into a dedicated instance. Lightsail databases are especially useful for stateful applications – like WordPress and most common CMSs – that need data to be kept in sync when you scale beyond a single instance. Lightsail databases can be paired with a Lightsail load balancer and two or more Lightsail instances to create a powerful, scaled application. By using Lightsail High Availability plans, you can also create add redundancy to your database, helping to ensure high uptime for your application.
",Lightsail,Managed databases
What does Lightsail manage for me on my managed database?,"
Lightsail manages a range of maintenance activities and security for your database and its underlying infrastructure. Lightsail automatically backs up your database and allows point in time restore from the past 7 days using the database restore tool, to help protect against data loss or component failure. Lightsail also automatically encrypts your data at rest and in motion for increased security and stores your database password for easy and secure connections to your database. On the maintenance side, Lightsail runs maintenance on your database during your set maintenance window. This maintenance include automatic upgrades to the latest minor database version and all management of the underlying infrastructure and operating system.
",Lightsail,Managed databases
What managed database plans does Lightsail offer?,"
Lightsail offers 4 sizes of databases in Standard and High Availability plans. Each plan comes with a fixed amount of storage and a monthly allowance of data transfer. You can also scale up to larger plans over time, as needed, and switch between Standard and High Availability plans. High Availability plans mirror the same resources as Standard plans and additionally include a standby database running in a separate Availability Zones from your primary database for redundancy.
",Lightsail,Managed databases
What is a High Availability plan?,"
Managed databases are available in Standard and High Availability plans. Standard and High availability plans have identical plan resources, including memory, storage, and data transfer allowance. High Availability plans add redundancy and durability to your database, by automatically creating standby database in a separate Availability Zone from your primary database, synchronously replicating data to the standby database, and providing failover to the standby database in case of infrastructure failure and during maintenance so that you ensure uptime even when databases is being automatically upgraded/maintained by Lightsail. Use High Availability plans for running production applications or software where high uptime is required.
",Lightsail,Managed databases
How do I scale up or down my managed database?,"
You can scale up your database by taking a snapshot of your database and creating a new, larger database plan from snapshot or by creating a new, larger database using the emergency restore feature. You can also switch from Standard to High Availability plans and vice versa using either method. You cannot scale down your database. To learn more, see [Creating a database from a snapshot in Amazon Lightsail](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en/articles/amazon-lightsail-creating-a-database-from-snapshot).
",Lightsail,Managed databases
How can I back up my managed database?,"
Lightsail backs up your data automatically and allows restore of this data from a specific point in time to a new database. Automatic backup is a free service for your database but only saves the last 7 days of data. If you delete your database, all automatic backup records are deleted and point in time restore is no longer possible. To retain backups of data after deleting your database or to retain a backup for more than 7 days in the past, use manual snapshots.
You can take manual snapshots of your Lightsail managed databases from the database management pages. Manual snapshots contain all the data from your database and can be used as backups for data that you want to store permanently. You can also use manual snapshots to create a new, larger database or to switch between Standard and High Availability plans. Manual snapshots are stored until you delete them and are billed at $0.05 USD/GB-month.
",Lightsail,Managed databases
What happens to my data if I delete my managed database?,"
If you delete your managed database, both your database itself and all automatic backups will be deleted. There is no way to recover this data unless you take a manual snapshot before deleting your database. During deletion of your database, Lightsail provides a one-click option to take a manual snapshot, if desired, to help protect against accidental loss of data. Taking a manual snapshot before deletion is optional but highly recommended. You can delete your manual snapshot in the future when you no longer need the stored data.
",Lightsail,Managed databases
How do managed databases work with my Lightsail instances?,"
After you create your managed database, you can start using your database with your application immediately, using your Lightsail instances as web servers or other dedicated workloads for your app. To connect your Lightsail instance to a database, use your database endpoint and reference your securely stored password to configure the database as your data store in the code of your application. You can find connection data in the database management screens. The file name and location for your database configuration file will vary by application. Note that you can connect many instances to one database, either using the same tables or using different ones.
",Lightsail,Managed databases
What can I do with Lightsail CDN distributions?,"
Lightsail content delivery network (CDN) distributions make it easy for you to accelerate the delivery of content hosted on your Lightsail resources by storing and serving it on Amazon’s global delivery network, powered by Amazon CloudFront. Distributions also help you enable your website to support HTTPS traffic by providing simple SSL certificate creation and hosting. Finally, distributions can help reduce the load on your Lightsail resources and help your website handle large traffic spikes. Like all of Lightsail’s features, setup can be completed with just a few clicks, and you pay a simple monthly price.
",Lightsail,Lightsail CDN distributions
What types of resources can I use as the origin of my distributions?,"
Lightsail distributions allow you to use your Lightsail instances, containers, load balancers, or Lightsail buckets as origins.
",Lightsail,Lightsail CDN distributions
Do I need to attach a static IP to my Lightsail instance in order to use it as an origin for my Lightsail distribution?,"
Yes, static IPs are required to be attached to instances that are specified as origins.
",Lightsail,Lightsail CDN distributions
How do I setup a Lightsail distribution with my WordPress website?,"
Simply create your distribution, select your WordPress instance as the origin, choose your plan, and you’re all set. Lightsail distributions automatically configure your distribution settings to optimize performance for most WordPress configurations.
",Lightsail,Lightsail CDN distributions
Can I attach multiple origins?,"
Although you cannot attach multiple origins to your Lightsail distribution, you can attach multiple instances to a Lightsail load balancer and specify it as the origin of your distribution.
",Lightsail,Lightsail CDN distributions
Do Lightsail distributions support certificate creation?,"
Yes. Lightsail distributions makes it easy to create, verify, and attach certificates directly from your distribution’s management page.
",Lightsail,Lightsail CDN distributions
Is a certificate required?,"
A certificate is only required if you wish to use your custom domain name with your distribution. All Lightsail distributions are created with a unique Amazon CloudFront domain name that is HTTPS-enabled. However, if you wish to use your custom domain with your distribution, then you need to attach a certificate for your custom domain to your distribution.
",Lightsail,Lightsail CDN distributions
Is there a limit to the number of certificates I can create?,"
Yes, refer to Lightsail’s service quotas for more information.
",Lightsail,Lightsail CDN distributions
How can I configure my distribution to redirect HTTP requests to HTTPS?,"
Lightsail distributions automatically redirect all HTTP requests to HTTPS to ensure that your content is served securely.
",Lightsail,Lightsail CDN distributions
How can I configure my apex domain to point to my Lightsail distribution?,"
In order to point your apex domain to your CDN distribution, you must create an ALIAS record in the domain name system (DNS) of your domain that maps your apex domain to your distribution’s default domain. If your DNS hosting provider does not support ALIAS records, you can use Lightsail DNS zones to easily configure your apex domain to point to your distribution’s domain.
",Lightsail,Lightsail CDN distributions
What are the differences between Lightsail’s instance data transfer quotas and distribution data transfer quotas?,"
While data transfer IN and OUT count toward your instance’s data transfer quota, only data transfer OUT counts toward you distribution’s quota. In addition, all data transfer OUT in excess of your distribution’s quota is charged an overage fee, whereas some types of data transfer OUT are free for instances. Finally, Lightsail distributions use a different regional overage model, though the majority of the rates are the same as those charged for instance data transfer overage.
",Lightsail,Lightsail CDN distributions
Can I change the plan associated with my distribution?,"
Yes, you can change your distribution's plan once per month. If you wish to change your plan a second time, you must wait until the beginning of the following month to do so.
",Lightsail,Lightsail CDN distributions
How do I know if my distribution is working?,"
Lightsail distributions provide you with a variety of metrics that track the performance of your distribution, including the total number of requests your distribution has received, the amount of data your distribution has sent to clients and to your origin, and the percentage of requests that have resulted in errors. Additionally, you can create alerts that are linked to distribution metrics.
",Lightsail,Lightsail CDN distributions
When should I use Lightsail distributions versus Amazon CloudFront distributions?,"
Lightsail distributions are designed specifically for users who are hosting websites or web applications on Lightsail resources, such as instances and load balancers. If you’re using another service in AWS to host your website or app, have complex configuration needs, or have a workload that involves a high number of requests per second or large amount of video streaming, we recommend that you use Amazon CloudFront.
",Lightsail,Lightsail CDN distributions
How is Lightsail CDN intended to be used?,"
Amazon Lightsail CDN distributions are created using fixed-priced bundles of data transfer to make the cost of using the service simple and predictable. Distribution bundles are designed to cover a month’s worth of usage. Using distribution bundles in a way to avoid incurring overage fees (including, but not limited to, frequently upgrading or downgrading bundles, or using an excessively large number of distributions with a single origin) is beyond the intended scope of use and is not permitted. In addition, workloads that involve a high number of requests per second or large amount of video streaming are not permitted. Engaging in these behaviors may result in throttling or suspension of your data services or account.
",Lightsail,Lightsail CDN distributions
Can I move my Lightsail content delivery network (CDN) distribution to Amazon CloudFront?,"
Yes, you can move your Lightsail distribution by creating a similarly configured distribution in CloudFront. All of the settings that can be configured in a Lightsail distribution can also be configured in a CloudFront distribution. Complete the following steps to move your distribution to CloudFront:
1. Take a snapshot of your Lightsail instance that is configured as your distribution's origin. Export the snapshot to Amazon EC2, and then create a new instance from the snapshot in EC2. For more information, see [Exporting Amazon Lightsail snapshots.](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-exporting-snapshots)
Note: Create an application load balancer in Elastic Load Balancing if you need to load balance your website or web application. For more information, see the [Elastic Load Balancing User Guide](https://web.archive.org/web/20240727061427/https://docs.aws.amazon.com/elasticloadbalancing/latest/application/introduction.html).
2. Disable custom domains for your Amazon Lightsail distribution to detach certificates that you might have attached to it. For more information, see [Disabling custom domains for your Amazon Lightsail distributions](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-disabling-distribution-custom-domains).
3. Using the AWS Command Line Interface (CLI), run the get-distributions command to get a list of your Lightsail distribution’s settings. For more information, see [get-distributions](https://web.archive.org/web/20240727061427/https://docs.aws.amazon.com/cli/latest/reference/lightsail/get-distributions.html) in the AWS CLI Reference.
4. Sign in to the [Amazon CloudFront console](https://web.archive.org/web/20240727061427/https://console.aws.amazon.com/cloudfront/) and create a distribution with the same configuration settings as your Lightsail distribution. For more information, see [Creating a Distribution](https://web.archive.org/web/20240727061427/https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/distribution-web-creating-console.html) in the Amazon CloudFront Developer Guide.
5. Create a certificate in AWS Certificate Manager (ACM) that you will attach to your CloudFront distribution. For more information, see [Request a Public Certificate](https://web.archive.org/web/20240727061427/https://docs.aws.amazon.com/acm/latest/userguide/gs-acm-request-public.html) in the ACM User Guide.
Update your CloudFront distribution to use the ACM certificate you created. For more information, see [Updating your CloudFront distribution](https://web.archive.org/web/20240727061427/https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/cnames-and-https-procedures.html) in the CloudFront User Guide.
",Lightsail,Lightsail CDN distributions
What can I do with Lightsail container services?,"
Lightsail container services provide an easy way to run containerized applications in the cloud. You can run a variety of applications on a container service, ranging from simple web apps to multi-tiered micro services. You just specify the container image, power (CPU, RAM) and scale (number of nodes) required for your container service. Lightsail takes care of running the container service without you having to manage any underlying infrastructure. Lightsail will provide you with a load balanced TLS endpoint to access the application running on the container service.
",Lightsail,Containers
Can Lightsail container service run Docker containers?,"
Yes. Lightsail supports Linux-based Docker containers. Windows containers are currently not supported.
",Lightsail,Containers
How do I use my Docker container images with Lightsail container service?,"
You can use either container images on registries like Docker Hub or build your own custom image and push it to Lightsail in a few easy steps using the AWS CLI. For more information, see [Pushing and managing container images on your Amazon Lightsail container services](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-pushing-container-images).
",Lightsail,Containers
Can I pull my container images from a private container registry?,"
Currently, only public container registries are supported by Lightsail container services. Alternately, you can push your custom container images from your local machine to Lightsail to keep them private.
",Lightsail,Containers
Can I change the power and scale of my service based on demand?,"
Yes, container service power and scale can be changed at any time even after the service is created.
",Lightsail,Containers
Can I customize the name of the HTTPS endpoint created by Lightsail container service?,"
Lightsail provides a HTTPS endpoint for every container service in the format “<service-name>.<random-guid>.<aws-region-name>.cs.amazonlightsail.com. Only the service name can be customized. Alternately, you can use a custom domain name. For more information, see [Enabling and managing custom domains for your Amazon Lightsail container services](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-enabling-container-services-custom-domains).
",Lightsail,Containers
Can I use custom domains for the HTTPS endpoint of a Lightsail container service?,"
Yes. You can create and attach SSL/TLS certificates with custom domain names to your container service in Lightsail. The certificates need to be domain validated. After the certificate is attached, if you manage your domain via Lightsail DNS, you can easily add A/AAAA/CNAME records to route traffic for your domain to your container services. Alternately, you can use a DNS hosting provider who supports adding ALIAS records, to map the apex of your domain to the public domain (public DNS) of your Lightsail container service. [For more information, see Enabling and managing custom domains for your Amazon Lightsail container service](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-enabling-container-services-custom-domains).
",Lightsail,Containers
What do Lightsail container services cost?,"
Lightsail container services are billed on an on-demand hourly rate, so you pay only for what you use. For every Lightsail container service you use, we charge you the fixed hourly price, up to the maximum monthly service price. Maximum monthly service price can be calculated by multiplying the base price of the power of your service with the scale of your service. For example, a service of Micro power and scale of 2 will cost a maximum of $10*2=$20/month. The least expensive Lightsail container service starts at $0.0094 USD/hour ($7 USD/month). Additional data transfer charges may apply for usage above the free-quota of 500 GB per month for each service.
",Lightsail,Containers
Will I be charged for the whole month even if I run my container service for a few days?,"
Your Lightsail container services are charged only when they're in the running or disabled state. If you delete your Lightsail container service before the end of the month, we charge you a prorated cost based on the total number of hours that you used your Lightsail container service. For example, if you use your Lightsail container service with a power of Micro and scale of 1 for 100 hours in a month, you will be charged $1.34 ($0.0134*100).
",Lightsail,Containers
Will I be charged for data transfer in and out of the container service?,"
Every container service comes with a data transfer quota (500 GB per month). This counts towards both the data transfer IN and OUT of your service. When you exceed the quota, you will get charged for data transfer OUT from a Lightsail container service to the Internet or to another AWS Region or to AWS resources in the same Region when using public IP addresses. The charge for these types of data transfer above the free allowance is as follows:

US East (N. Virginia): $0.09 USD/GB
US East (Ohio): $0.09 USD/GB
US West (Oregon): $0.09 USD/GB
Canada (Central): $0.09 USD/GB
Europe (Frankfurt): $0.09 USD/GB
Europe (Ireland): $0.09 USD/GB
Europe (London): $0.09 USD/GB
Europe (Paris): $0.09 USD/GB
Europe (Stockholm): $0.09 USD/GB
Asia Pacific (Mumbai): $0.13 USD/GB
Asia Pacific (Singapore): $0.12 USD/GB
Asia Pacific (Sydney): $0.17 USD/GB
Asia Pacific (Tokyo): $0.14 USD/GB
Asia Pacific (Seoul): $0.13 USD/GB

",Lightsail,Containers
What is the difference between stopping and deleting my container service?,"
When you disable your container service, your container nodes are in a disabled state and the public endpoint of the service returns a HTTP status code ‘503’. Enabling the service restores it to the last active deployment. Power and scale configurations are also retained. Public endpoint name does not change after re-enabling. Deployment history and container images are preserved.
When you delete your container service, you are performing a destructive action. All the container nodes of the service will be permanently deleted. The HTTPS public endpoint address, container images, deployment history, and logs associated with your service will also be permanently deleted. You will not be able to recover the endpoint address.
",Lightsail,Containers
Will I be charged if my container service is in a disabled state?,"
Yes, you are charged according to the power and scale configuration of your container service, even when it is in a disabled state.
",Lightsail,Containers
Can I use container services as the origin to my Lightsail content delivery network (CDN) distributions?,"
Container services are currently not supported as origins for Lightsail CDN distributions.
",Lightsail,Containers
Can I use container services as targets for my Lightsail load balancer?,"
No. Container services are currently not available as targets for Lightsail load balancers. However, the public endpoints of container services come with built-in load balancing.
",Lightsail,Containers
Can I configure the public endpoint of my container service to redirect HTTP requests to HTTPS?,"
Lightsail container service public endpoints automatically redirect all HTTP requests to HTTPS to ensure that your content is served securely.
",Lightsail,Containers
Do container services support monitoring and alerting?,"
Container services provide metrics for CPU utilization and memory utilization across the nodes of your service. Alerting based on these metrics is currently not supported.
",Lightsail,Containers
What can I do with Lightsail object storage?,"
Lightsail now provides you with the ability to store your static content such as images, videos or HTML files in an object storage that can be used for your websites and applications. Lightsail object storage can be associated to your Lightsail CDN distribution with a few simple clicks, making it quick and easy to accelerate the delivery of your content to a global audience. It can also be used as a low cost, secure backup solution.
",Lightsail,Object storage
What does Lightsail object storage cost?,"
Lightsail object storage has three different fixed-priced bundles in all AWS Regions where Lightsail is available. The first bundle is $1 per month and is free for the first 12 months. This bundle includes 5 GB storage capacity and 25 GB data transfer. The second bundle is $3 per month and includes 100 GB storage capacity and 250 GB data transfer. Lastly, the third bundle is $5 per month and includes 250 GB of storage capacity and 500 GB of data transfer. Lightsail object storage includes unlimited data transfer into your bucket, as the bundled data transfer allowance is used only for data transfer out from your bucket.
",Lightsail,Object storage
Does Lightsail object storage have overage charges?,"
When you exceed the monthly storage capacity or data transfer allowance of your object storage plan, you will get charged for the additional amount. For more information, see the Lightsail [pricing page](https://web.archive.org/web/20240727061427/https://aws.amazon.com/lightsail/pricing/).
",Lightsail,Object storage
How does my data transfer allowance work with object storage?,"
You can consume your data transfer allowance by transfering data into and out of Lightsail object storage, except for the following:

Data transferred into Lightsail object storage from the internet
Data transfer between Lightsail object storage resources
Data transferred out from Lightsail object storage to another Lightsail resource in the same region (including to a different account in the same AWS Region)
Data transferred out from Lightsail object storage to a Lightsail CDN distribution

",Lightsail,Object storage
Can I change the plan associated with my Lightsail bucket?,"
Yes, you can change your Lightsail object storage plan one time within your monthly AWS billing cycle.
",Lightsail,Object storage
Can I copy objects from Lightsail object storage to Amazon S3?,"
Yes, copying from Lightsail object storage to Amazon S3 is supported. Documentation on the proper AWS CLI command can be found [here](https://web.archive.org/web/20240727061427/https://aws.amazon.com/premiumsupport/knowledge-center/move-objects-s3-bucket/).
",Lightsail,Object storage
How do I get started with Lightsail object storage?,"
To use Lightsail object storage, you must first create a bucket that is used to store your data. For more information, see [Creating buckets in Amazon Lightsail](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-creating-buckets). After your bucket is up and running, you can start adding objects to your bucket by uploading files using the Lightsail console or by configuring your application to put content like logs or other application data in the bucket. Alternatively, you can also get started with Lightsail object storage through the use of AWS Command Line Interface (AWS CLI).
",Lightsail,Object storage
Can I block public access to my bucket?,"
Lightsail buckets and objects are set to private by default, meaning that only users with appropriate permissions have access to the bucket and objects. A user can change this default setting and either make individual objects public and read only in a private bucket or opt to make the entire bucket public and read only. When a user makes a bucket or object public, anyone in the world can read its content.
",Lightsail,Object storage
How do I provide programmatic access to my bucket?,"
You can use either access keys or roles for programmatic access to your bucket. First, select the bucket you want to programmatically connect to in the Lightsail console. Second, under the “Permissions” tab, create an access key or assign a role to your Lightsail instance and then configure your website or application code to use your bucket. This behavior may vary depending on how you plan to use object storage with your website or application. See more documentation [here](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-configuring-bucket-permissions).
",Lightsail,Object storage
How do I share a bucket with other AWS accounts?,"
Lightsail makes cross-account sharing easy by allowing you to share access to your bucket with the AWS account ID you specify in the “Cross-account access” in the Lightsail console. After you specify an AWS account ID, that account will have read-only access to the bucket.
",Lightsail,Object storage
What is versioning?,"
Versioning allows you to preserve, retrieve, and restore every version of every object storage in your bucket, providing an additional level of protection from accidental overwrites and deletes. See more documentation on enabling versioning [here](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-managing-bucket-object-versioning).
",Lightsail,Object storage
How do I associate my Lightsail bucket to my Lightsail CDN distribution?,"
Lightsail object storage can be associated to Lightsail CDN distributions with a few simple clicks, making it quick and easy to accelerate the delivery of your content to a global audience. To do so, create a Lightsail CDN distribution and simply select the Lightsail bucket as the origin of your Lightsail CDN distribution. See more documentation [here](https://web.archive.org/web/20240727061427/https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-using-distributions-with-buckets).
",Lightsail,Object storage
Is there a limit to the number of Lightsail object storage bundles I can create?,"
You can create up to 20 Lightsail object storage bundles per account. There is no limit to the number of objects that you can store in a bucket.
",Lightsail,Object storage
Does Lightsail object storage support monitoring and alerting?,"
With Lightsail object storage, customers can easily view metrics on the total used space within a bucket and number of objects within the bucket. Alerting based on these metrics is also supported.
",Lightsail,Object storage
